"","Site","State","SeasonYear","TOTAL","CALIDRIS","DOWITCHER","PHALAROPE","YELLOWLEGS","PLOVER","UNKLARGE","UNKMEDSMALL","AMAV","AMGP","BASA","BBPL","BBSA","BNST","DUNL","GRYE","HUGO","KILL","LBCU","LESA","LEYE","MAGO","PAGP","PESA","PIPL","REKN","REPH","RNPH","RUFF","RUTU","SAND","SEPL","SESA","SOSA","SPSA","STSA","UPSA","WATA","WESA","WHIM","WILL","WIPH","WISN","CUSA"
"1183","Yakima River Delta","Washington","Spring 2024",29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1184","Alkali & Beck Lakes","Wyoming","Spring 2024",27,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0
"1185","Bamforth NWR","Wyoming","Spring 2024",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1186","Deaver Reservoir","Wyoming","Spring 2024",21,0,0,0,0,0,0,0,9,0,0,0,0,0,0,2,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1187","Hutton Lake NWR","Wyoming","Spring 2024",111,0,64,0,0,0,0,0,20,0,0,0,0,3,0,0,0,4,0,5,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,5,0,0
"1188","Laramie Plains Lakes","Wyoming","Spring 2024",13,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0
"1189","Lovell Lakes","Wyoming","Spring 2024",17,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1190","Mortenson Lake NWR","Wyoming","Spring 2024",50,0,0,0,0,0,0,0,29,0,0,0,0,0,0,0,0,6,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3,1,0
"1191","Pathfinder NWR","Wyoming","Spring 2024",339,0,0,0,0,0,0,0,301,0,0,0,0,4,0,0,0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,15,0,0
"1192","Table Mountain WMA","Wyoming","Spring 2024",37,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0
"1193","Wardell/Harrington Reservoirs","Wyoming","Spring 2024",1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1194","Cibola NWR","Arizona","Spring 2025",33,0,18,0,0,0,0,0,1,0,0,0,0,1,0,0,0,6,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,5,0,1,0,0,0
"1195","El Rio Preserve","Arizona","Spring 2025",2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"1196","Gilbert Riparian Preserve","Arizona","Spring 2025",151,0,101,0,0,0,0,0,7,0,0,0,0,10,0,0,0,7,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0
"1197","Glendale Recharge Basin","Arizona","Spring 2025",94,0,14,0,0,0,0,0,1,0,1,0,0,12,0,2,0,32,0,17,9,0,0,0,0,0,0,0,0,0,0,1,0,0,3,0,0,0,0,0,0,2,0,0
"1198","Havasu NWR","Arizona","Spring 2025",36,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,3,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1199","Higley and Ocotillo WRPs","Arizona","Spring 2025",164,0,37,0,0,0,0,0,4,0,0,0,0,14,0,0,0,4,0,79,2,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,17,0,0,0,0,0
"1200","Imperial NWR","Arizona","Spring 2025",4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0
"1201","San Bernardino NWR","Arizona","Spring 2025",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"1202","Sweetwater Wetland","Arizona","Spring 2025",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1203","Whitewater Draw SWA","Arizona","Spring 2025",26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,8,0,0
"1204","Willcox Playa","Arizona","Spring 2025",196,0,46,0,0,0,0,0,24,0,0,0,0,10,0,0,0,4,1,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,23,0,0,53,0,0
"1205","Alturas Ranches","California","Spring 2025",91,0,0,0,0,0,0,0,7,0,0,4,0,0,0,0,0,39,3,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0
"1206","Ash Creek Wildlife Area","California","Spring 2025",506,6,352,0,0,0,0,0,24,0,0,0,0,47,0,0,0,8,1,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,29,6,0
"1207","Big Sage Reservoir","California","Spring 2025",6,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"1208","Black Lake","California","Spring 2025",30,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,1,0,0,0
"1209","Bridgeport Reservoir","California","Spring 2025",189,0,59,0,0,0,0,0,9,0,0,0,0,0,8,1,0,24,0,70,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3,0,0,0,1,0,13,0,0,0
"1210","Butte Valley Wildlife Area","California","Spring 2025",435,275,8,0,0,0,0,0,5,0,0,0,0,0,2,2,0,15,0,34,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,75,0,10,0,0,0
"1211","China Lake WTP","California","Spring 2025",455,7,47,0,0,0,0,0,105,0,0,0,0,23,0,6,0,11,0,122,0,0,0,0,0,0,0,16,0,0,0,12,0,0,18,0,0,0,87,0,1,0,0,0
"1212","Clear Lake NWR","California","Spring 2025",33,18,7,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
"1213","Crowley Lake","California","Spring 2025",670,0,0,0,0,0,0,0,34,0,0,0,0,1,0,0,0,13,0,412,0,1,0,0,0,0,0,2,0,0,0,73,0,0,41,0,0,0,53,0,21,19,0,0
"1214","Crowley Lake North Ponds ","California","Spring 2025",457,0,7,0,0,0,0,0,67,0,0,1,0,4,0,17,0,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,350,0,1,6,0,0
"1215","Dillon Lake","California","Spring 2025",3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1216","Donovan Reservoir","California","Spring 2025",7,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
"1217","Eagle Lake","California","Spring 2025",6,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
"1218","Fall River Valley","California","Spring 2025",124,0,110,0,0,0,0,0,1,0,0,0,0,12,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1219","Goose Lake","California","Spring 2025",6608,5325,460,0,5,0,0,0,432,0,0,11,0,178,3,4,0,54,4,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,105,14,0,0
"1220","Harper Dry Lake","California","Spring 2025",43,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,0,0,0,0,0
"1221","Honey Lake","California","Spring 2025",28,0,9,0,0,0,0,0,9,0,0,0,0,2,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"1222","June Lake WTP","California","Spring 2025",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1223","Klamath Basin CA","California","Spring 2025",4395,741,1173,0,0,0,0,0,402,0,0,95,0,984,2,32,0,87,0,752,22,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,63,0,38,1,0,0
"1224","Lake Almanor Northwest","California","Spring 2025",12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"1225","Lake Elsinore","California","Spring 2025",92,0,13,0,0,0,0,0,10,0,0,0,0,33,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,5,0,0,6,0,0,0,19,0,0,0,0,0
"1226","Lake Isabella","California","Spring 2025",67,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,1,4,0,0,2,0
"1227","Lancaster WTP","California","Spring 2025",508,50,0,0,0,0,0,0,3,0,0,0,0,1,0,0,0,0,0,34,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,417,0,0,0,0,0
"1228","Modoc NWR","California","Spring 2025",1735,0,401,0,0,0,0,0,39,0,0,0,0,100,220,3,0,45,0,758,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,150,0,10,0,0,0
"1229","Mono Lake","California","Spring 2025",5326,1936,285,0,3,0,0,1,199,0,0,16,0,12,79,17,0,85,3,1337,0,1,0,0,0,1,0,0,0,0,1,267,0,4,48,0,0,0,986,1,1,3,2,0
"1230","Owens Lake","California","Spring 2025",29775,5592,1678,15,0,0,0,0,4667,0,0,4,0,56,11,414,0,13,19,16070,15,0,0,0,0,0,0,23,0,0,1,1,0,0,9,0,0,0,1101,10,1,10,0,0
"1231","Piute Ponds","California","Spring 2025",1939,0,80,0,0,0,0,0,40,0,0,0,0,74,2,5,0,1,0,207,0,1,0,0,0,0,0,4,0,0,0,80,0,0,3,0,0,0,1440,0,0,2,0,0
"1232","Said Valley Reservoir","California","Spring 2025",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1233","Salton Sea","California","Spring 2025",17477,3651,753,1688,0,0,0,135,1369,0,0,130,0,2083,34,42,0,100,6,1014,0,0,0,0,0,5,0,856,0,7,159,345,0,0,11,0,0,0,3344,5,126,182,0,0
"1234","San Jacinto Wildlife Area","California","Spring 2025",464,0,257,0,0,0,0,0,72,0,1,0,0,48,0,2,0,7,0,44,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,21,10,0,0,0,0
"1235","Sierra Valley","California","Spring 2025",205,0,72,0,0,0,0,0,42,0,0,1,0,47,0,5,0,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,2,4,0
"1236","Silva Flat Reservoir","California","Spring 2025",15,0,0,0,1,0,0,0,3,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0
"1237","Tinemaha Reservoir","California","Spring 2025",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1238","Topaz Lake","California","Spring 2025",6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0
"1239","Upper Middle Lower Alaki Lakes","California","Spring 2025",5269,4618,260,0,2,0,0,0,265,0,0,0,0,39,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76,0,0,0
"1240","Willow Creek Wildlife Area","California","Spring 2025",98,0,23,0,0,0,0,0,0,0,0,1,0,2,7,0,0,15,0,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0
"1241","Alamosa NWR","Colorado","Spring 2025",21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0
"1242","Arapaho NWR","Colorado","Spring 2025",120,0,0,0,0,0,0,0,57,0,6,0,0,0,0,3,0,8,1,1,4,6,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,10,21,1,0
"1243","Blanca Wetlands","Colorado","Spring 2025",523,0,12,0,0,0,0,0,305,0,0,0,0,0,0,1,0,2,0,34,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,6,152,0,0
"1244","Blue Mesa Reservoir Iola Basin","Colorado","Spring 2025",3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1245","Fruitgrowers Reservoir","Colorado","Spring 2025",26,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,14,0,0
"1246","Hebron Waterfowl Area","Colorado","Spring 2025",12,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"1247","Highline Reservoir","Colorado","Spring 2025",15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,1,0,0,2,0,0
"1248","Lake John","Colorado","Spring 2025",19,0,0,0,0,0,0,0,9,0,0,0,0,0,0,2,0,4,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
"1249","Monte Vista NWR","Colorado","Spring 2025",188,0,34,0,0,0,0,0,23,0,0,0,0,3,0,2,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,90,6,0
"1250","Rio Blanco SWA","Colorado","Spring 2025",34,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1,0,0
"1251","Russell Lakes SWA","Colorado","Spring 2025",245,7,43,0,10,0,0,0,16,0,0,0,0,9,0,2,0,8,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,146,0,0
"1252","San Luis Lakes SWA","Colorado","Spring 2025",98,0,57,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,8,0,0,0
"1253","Walden Reservoir","Colorado","Spring 2025",66,0,1,0,0,0,0,0,18,0,0,0,0,0,0,0,0,6,0,3,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0
"1254","Ninepipe NWR & WMA","Confederated Salish and Kootenai Tribes","Spring 2025",113,0,0,0,0,0,0,0,5,0,0,0,0,15,0,1,0,65,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,13,0
"1255","Pablo NWR","Confederated Salish and Kootenai Tribes","Spring 2025",19,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,17,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1256","American Falls","Idaho","Spring 2025",25,0,3,0,0,0,0,0,0,0,0,0,0,3,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0
"1257","Bear Lake NWR","Idaho","Spring 2025",89,0,0,0,0,0,0,0,0,0,0,0,0,52,0,0,0,7,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,0,0,0
"1258","Boise River Rd SW of Notus","Idaho","Spring 2025",79,0,0,0,0,0,0,0,2,0,0,0,0,13,0,7,0,43,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0
"1259","Bruneau Sand Dunes State Park","Idaho","Spring 2025",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1260","Camas NWR","Idaho","Spring 2025",15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0
"1261","Camas Prairie Centennial Marsh WMA","Idaho","Spring 2025",39,0,0,0,0,0,0,0,2,0,0,0,0,20,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0
"1262","Carey Lake","Idaho","Spring 2025",12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1263","Clearwater River","Idaho","Spring 2025",2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1264","Deer Flat NWR - Lake Lowell","Idaho","Spring 2025",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1265","Dry Lakes North of Nampa","Idaho","Spring 2025",3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1266","Fort Boise WMA","Idaho","Spring 2025",200,0,3,0,0,0,0,0,10,0,0,0,0,49,0,3,0,45,0,76,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,7,1,0
"1267","Grays Lake NWR","Idaho","Spring 2025",61,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,5,36,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,8,0,9,0
"1268","Hubbard Reservoir","Idaho","Spring 2025",30,0,0,0,0,0,0,0,0,0,0,0,0,9,0,9,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1269","Lake Cascade","Idaho","Spring 2025",7,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"1270","Little Camas Reservoir","Idaho","Spring 2025",16,0,0,0,0,0,0,0,2,0,0,0,0,2,0,0,0,6,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0
"1271","Magic Reservoir","Idaho","Spring 2025",13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0
"1272","Mann Lake","Idaho","Spring 2025",8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1273","Market Lake WMA","Idaho","Spring 2025",17,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0
"1274","Minidoka NWR","Idaho","Spring 2025",81,0,11,0,0,0,0,0,1,0,0,0,0,10,0,13,0,22,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,1,0,1,0
"1275","Mormon Reservoir","Idaho","Spring 2025",8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0
"1276","Mt Home Reservoir","Idaho","Spring 2025",48,0,0,0,0,0,0,0,10,0,0,0,0,18,0,2,0,12,1,2,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1277","Mud Lake WMA","Idaho","Spring 2025",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1278","Oxford Slough","Idaho","Spring 2025",13,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0
"1279","Paddock Valley","Idaho","Spring 2025",40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1280","Roswell Marsh WHA","Idaho","Spring 2025",113,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,21,0,56,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"1281","Simplot Pastures","Idaho","Spring 2025",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1282","Ted Trueblood WHA","Idaho","Spring 2025",56,0,9,0,0,0,0,0,13,0,0,0,0,16,0,0,0,13,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
"1283","Wilson Drainage Pond","Idaho","Spring 2025",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1284","Jicarilla Lakes","Jicarilla Apache Nation","Spring 2025",70,0,0,0,0,0,0,0,23,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,0,0
"1285","Benton Lake NWR","Montana","Spring 2025",37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,27,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0
"1286","Big Lake - Grass Lake NWR","Montana","Spring 2025",421,0,1,0,0,0,0,0,264,0,9,0,0,41,0,2,0,9,2,8,6,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,44,9,0,0
"1287","Bowdoin NWR","Montana","Spring 2025",559,95,20,0,0,0,0,0,187,0,7,0,0,41,0,0,0,16,1,3,10,122,0,1,0,0,0,0,0,0,0,0,20,3,0,0,0,0,0,0,14,17,2,0
"1288","Canyon Ferry Lake","Montana","Spring 2025",26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,0,0,0
"1289","Clark Canyon Reservoir","Montana","Spring 2025",36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0
"1290","Cottonwood Reservoir","Montana","Spring 2025",46,0,0,0,0,0,0,0,31,0,0,0,0,3,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,2,0
"1291","Ennis Lake","Montana","Spring 2025",28,0,0,0,0,0,0,0,14,0,0,0,0,8,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0
"1292","Freezeout Lake WMA","Montana","Spring 2025",990,44,4,0,0,0,0,0,365,0,1,0,0,80,0,5,1,25,1,81,25,135,0,1,0,0,0,2,0,0,0,12,114,0,0,0,0,0,0,0,42,52,0,0
"1293","Goose Lake wetland complex","Montana","Spring 2025",139,1,0,0,0,0,0,0,24,0,14,0,0,0,0,0,0,11,0,0,2,6,0,0,3,0,0,0,0,0,0,1,53,0,0,0,0,0,0,0,6,18,0,0
"1294","Harrison/Willow Creek Reservoir","Montana","Spring 2025",18,0,0,0,0,0,0,0,8,0,0,0,0,1,0,0,0,5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"1295","Lee Metcalf NWR","Montana","Spring 2025",44,0,0,0,0,0,0,0,23,0,0,0,0,6,0,4,0,9,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1296","Medicine Lake NWR Complex","Montana","Spring 2025",30,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,4,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0
"1297","Nelson Reservoir","Montana","Spring 2025",167,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,62,20,0,0,39,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,42,1,0,0
"1298","Spidel WPA","Montana","Spring 2025",256,0,0,0,0,0,0,0,71,0,0,0,0,26,0,5,0,6,2,0,5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,77,8,52,1,0
"1299","Syme Slough","Montana","Spring 2025",19,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,7,0,0,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
"1300","Warm Springs Reservoir (MT)","Montana","Spring 2025",95,0,0,0,0,0,0,0,37,0,0,0,0,26,0,3,0,13,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0
"1301","Flathead Lake","Montana & Confederated Salish and Kootenai Tribes","Spring 2025",244,0,0,0,0,0,0,0,203,0,0,0,0,10,0,0,0,13,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,5,0
"1302","Ganado Lake","Navajo Nation","Spring 2025",67,0,12,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0,0,0,0,26,19,0,0
